SARAIVA LIVR,SLED13
SARAIVA LIVR ON,SLED1
Sauipe Sa (ex Parseg Par... ON,PSEG3
Sauipe Sa (ex Parseg Par... PN,PSEG4
SCHULZ ON,SHUL3
SCHULZ PN,SHUL4
SER EDUCA ON,SEER3
SERMAR AGRO PNA PNA,SRAG5L
ALIPERTI PN,APTI4
ALIPERTI ON,APTI3
SINQIA ON,SQIA3
SLC AGRICOLA ON,SLCE3
Small Cap,SMLL11
SMART FIT PNB,SMFT6
SMART FIT PNA,SMFT13
SMART FIT ON,SMFT3
SMILES ON,SMLS3
ALIANSCSONAE ON,ALSO3
SONDOTECNICA ON,SOND3
SONDOTECNICA PNA,SOND5
SONDOTECNICA PNB,SOND6
SPRINGER ON,SPRI3
SPRINGER PNA,SPRI5
SPRINGER PNB,SPRI6
SPRINGS ON,SGPS3
Stara S.A. - Industria D... ON,STTR3
STATKRAFT ON,STKF3
SUDESTE S/A ON,OPSE3B
Suinos Aves Nordeste Sa ... PN,SUIA4L
SUL 116 PART ON,OPTS3B
SUL AMERICA PN,SULA4
SUL AMERICA ON,SULA3
SUZANO HOLD PNB,NEMO6
SUZANO HOLD ON,NEMO3
SUZANO HOLD PNA,NEMO5
SUZANO ON,SUZB3
TIME FOR FUN ON,SHOW3
Taurus Armas PN,TASA13
Taurus Armas PN,TASA4
Taurus Armas ON,TASA3
Taurus Armas PN,TASA15
Taurus Armas PN,TASA17
Taurus Armas PN,TAUR4
Taurus Armas ON,TAUR
FORJA TAURUS PN,FJTA17
FORJA TAURUS PN,FJTA13
FORJA TAURUS PN,FJTA15
Tbm Textil Bezerra Menez... PNA,TXBZ5L
Tecelagem Texita PNA,TTEX5L
TECHNOS ON,TECN3
TECNISA ON,TCSA3
Tecnosolo Engenharia ON,TCNO3
Tecnosolo Engenharia PN,TCNO4
TEGMA ON,TGMA3
TEKA ON,TEKA3
TEKA PN,TEKA4
TEKNO PN,TKNO4
TEKNO ON,TKNO3
TELEBRAS ON,TELB1
TELEBRAS PN,TELB4
TELEBRAS PN,TELB2
TELEBRAS ON,TELB3
TELEF BRASIL PN,VIVT4
TELEF BRASIL ON,VIVT3
MENEZES CORT ON,MNZC3B
Terra Bravia Pn PN,TBCC4L
TERRA SANTA ON,TESA12
TERRA SANTA ON,TESA3
TEST ON,TF574
TEST ON,TF583
TEST ON,TF585
TEST ON,TF584
TEST ON,TF573
TEST ON,TF575
TEST ON,TF563
TEST ON,TF553
TEST ON,TF545
TEST ON,TF544
TEST ON,TF554
TEST ON,TF555
TEST ON,TF564
TEST ON,TF593
TEST ON,TF565
TEST ON,TF604
TEST ON,TF685
TEST ON,TF624
TEST ON,TF623
TEST ON,TF543
TEST ON,TF994
TEST ON,TF993
TEST ON,TF625
TEST ON,TF655
TEST ON,TF603
TEST ON,TF595
TEST ON,TF995
TEST ON,TF605
TEST ON,TF675
TEST ON,TF665
TEST ON,TF594
TEST ON,TF505
TEST ON,TF484
TEST ON,TF485
TEST ON,TF494
TEST ON,TF495
TEST ON,TF483
TEST ON,TF475
TEST ON,TF535
TEST ON,TF473
TEST ON,TF474
TEST ON,TF503
TEST ON,TF493
TEST ON,TF524
TEST ON,TF504
TEST ON,TF533
TEST ON,TF534
TEST ON,TF523
TEST ON,TF525
TEST ON,TF513
TEST ON,TF514
TEST ON,TF515
TEX RENAUX ON,TXRX3
TEX RENAUX PN,TXRX4
TIM PART S/A ON,TIMP3
TOTVS ON,TOTS3
TRIUNFO PART ON,TPIS3
Transcontinental Hoteis ... PNA,TCTN5L
TAESA PN,TAEE4
TAESA,TAEE-DEB410B
TAESA ON,TAEE3
TAESA,TAEE-DEB51L1
TAESA,TAEE-DEB41B0
TAESA,TAEE-DEB510B
TAESA,TAEE-DEB51L0
TAESA,TAEE-DEB41L1
TAESA,TAEE-DEB41L0
TAESA,TAEE-DEB51B0
TREVISA PN,LUXM4
TREVISA ON,LUXM3
TRISUL ON,TRIS3
CRISTAL ON,CRPG3
CRISTAL PNB,CRPG6
CRISTAL PNA,CRPG5
APICESECURIT,APCS-CRI05B0
APICESECURIT,APCS-CRI050B
TUPY ON,TUPY3
ULTRAPAR ON,UGPA3
UNICASA ON,UCAS3
UNIPAR PNA,UNIP5
UNIPAR PNB,UNIP6
UNIPAR ON,UNIP3
UPTICK ON,UPKP3B
USIMINAS PNB,USIM6
USIMINAS ON,USIM3
USIMINAS PNA,USIM5
UTILITIES,UTIL11
Vale Bonito PNB,VLBN6L
VALID ON,VLID3
VERTCIASEC,VERT-CRA110B
VERTCIASEC,VERT-CRAE1B0
VERTCIASEC,VERT-CRAA20B
VERTCIASEC,VERT-CRI41B0
VERTCIASEC,VERT-CRAA1B0
VERTCIASEC,VERT-CRAE2B0
VERTCIASEC,VERT-CRAA2B0
VERTCIASEC,VERT-CRAA10B
VERTCIASEC,VERT-CRA11B0
VERTCIASEC,VERT-CRA12B0
VERTCIASEC,VERT-CRA41B0
VERTCIASEC,VERT-CRA52B0
VERTCIASEC,VERT-CRA51B0
VERTCIASEC,VERT-CRA120B
VIAVAREJO ON,VVAR3
Vivara Participacoes ON,VIVA3
VIVER ON,VIVR3
VIVER ON,VIVR1
VULCABRAS ON,VULC3
WEG ON,WEGE3
WETZEL S/A PN,MWET4
WETZEL S/A ON,MWET3
WHIRLPOOL PN,WHRL4
WHIRLPOOL ON,WHRL3
WIZ ON,WIZS3
WLM IND COM PN,WLMM4
WLM IND COM ON,WLMM3
BRPR 56 SEC,WTVR-CRI11B0
XAVANTE AGRO PNA PNA,XVTE5L
XINGUARA IND PNA PNA,XING5L
XP LOG FII COTAS,XPLG12
XP Malls FD Inv,XPML13
